Time (hrs),Target Heat (J),Simulated Heat (J)
3686.5,-2.48416e+10,-2.44322e+10
3698.5,-2.48416e+10,-2.44322e+10
3698.5,-2.44445e+10,-2.40414e+10
3710.5,-2.44445e+10,-2.40414e+10
3710.5,-2.40456e+10,-2.36487e+10
3722.5,-2.40456e+10,-2.36487e+10
3722.5,-2.3645e+10,-2.32541e+10
3734.6,-2.3645e+10,-2.32541e+10
3734.6,-2.32425e+10,-2.28581e+10
3746.6,-2.32425e+10,-2.28581e+10
3746.6,-2.28384e+10,-2.24603e+10
3758.6,-2.28384e+10,-2.24603e+10
3758.6,-2.24325e+10,-2.20605e+10
3770.6,-2.24325e+10,-2.20605e+10
3770.6,-2.2025e+10,-2.16594e+10
3782.6,-2.2025e+10,-2.16594e+10
3782.6,-2.16159e+10,-2.12568e+10
3794.6,-2.16159e+10,-2.12568e+10
3794.6,-2.12052e+10,-2.08523e+10
3806.6,-2.12052e+10,-2.08523e+10
3806.6,-2.07929e+10,-2.04464e+10
3818.6,-2.07929e+10,-2.04464e+10
3818.6,-2.0379e+10,-2.00391e+10
3830.6,-2.0379e+10,-2.00391e+10
3830.6,-1.99637e+10,-1.96304e+10
3842.6,-1.99637e+10,-1.96304e+10
3842.6,-1.95468e+10,-1.92203e+10
3854.6,-1.95468e+10,-1.92203e+10
3854.6,-1.91286e+10,-1.88083e+10
3866.6,-1.91286e+10,-1.88083e+10
3866.6,-1.87089e+10,-1.83953e+10
3878.7,-1.87089e+10,-1.83953e+10
3878.7,-1.82878e+10,-1.7981e+10
3890.7,-1.82878e+10,-1.7981e+10
3890.7,-1.78653e+10,-1.75647e+10
3902.7,-1.78653e+10,-1.75647e+10
3902.7,-1.74416e+10,-1.7148e+10
3914.7,-1.74416e+10,-1.7148e+10
3914.7,-1.70165e+10,-1.67294e+10
3926.7,-1.70165e+10,-1.67294e+10
3926.7,-1.65902e+10,-1.63098e+10
3938.7,-1.65902e+10,-1.63098e+10
3938.7,-1.61627e+10,-1.58888e+10
3950.7,-1.61627e+10,-1.58888e+10
3950.7,-1.57339e+10,-1.54669e+10
3962.7,-1.57339e+10,-1.54669e+10
3962.7,-1.5304e+10,-1.50436e+10
3974.7,-1.5304e+10,-1.50436e+10
3974.7,-1.4873e+10,-1.46193e+10
3986.7,-1.4873e+10,-1.46193e+10
3986.7,-1.44408e+10,-1.41941e+10
3998.7,-1.44408e+10,-1.41941e+10
3998.7,-1.40076e+10,-1.37674e+10
4010.7,-1.40076e+10,-1.37674e+10
4010.7,-1.35734e+10,-1.33403e+10
4022.8,-1.35734e+10,-1.33403e+10
4022.8,-1.31381e+10,-1.29118e+10
4034.8,-1.31381e+10,-1.29118e+10
4034.8,-1.27019e+10,-1.24823e+10
4046.8,-1.27019e+10,-1.24823e+10
4046.8,-1.22647e+10,-1.20519e+10
4058.8,-1.22647e+10,-1.20519e+10
4058.8,-1.18266e+10,-1.16206e+10
4070.8,-1.18266e+10,-1.16206e+10
4070.8,-1.13877e+10,-1.11887e+10
4082.8,-1.13877e+10,-1.11887e+10
4082.8,-1.09479e+10,-1.07555e+10
4094.8,-1.09479e+10,-1.07555e+10
4094.8,-1.05073e+10,-1.03218e+10
4106.8,-1.05073e+10,-1.03218e+10
4106.8,-1.00659e+10,-9.88756e+09
4118.8,-1.00659e+10,-9.88756e+09
4118.8,-9.62376e+09,-9.45242e+09
4130.8,-9.62376e+09,-9.45242e+09
4130.8,-9.18091e+09,-9.01633e+09
4142.8,-9.18091e+09,-9.01633e+09
4142.8,-8.73738e+09,-8.57977e+09
4154.8,-8.73738e+09,-8.57977e+09
4154.8,-8.29321e+09,-8.14274e+09
4166.9,-8.29321e+09,-8.14274e+09
4166.9,-7.84842e+09,-7.70476e+09
4178.9,-7.84842e+09,-7.70476e+09
4178.9,-7.40305e+09,-7.26631e+09
4190.9,-7.40305e+09,-7.26631e+09
4190.9,-6.95713e+09,-6.82738e+09
4202.9,-6.95713e+09,-6.82738e+09
4202.9,-6.5107e+09,-6.38798e+09
4214.9,-6.5107e+09,-6.38798e+09
4214.9,-6.06378e+09,-5.94811e+09
4226.9,-6.06378e+09,-5.94811e+09
4226.9,-5.61642e+09,-5.50777e+09
4238.9,-5.61642e+09,-5.50777e+09
4238.9,-5.16864e+09,-5.06696e+09
4250.9,-5.16864e+09,-5.06696e+09
4250.9,-4.72047e+09,-4.62572e+09
4262.9,-4.72047e+09,-4.62572e+09
4262.9,-4.27196e+09,-4.18426e+09
4274.9,-4.27196e+09,-4.18426e+09
4274.9,-3.82313e+09,-3.74248e+09
4286.9,-3.82313e+09,-3.74248e+09
4286.9,-3.37402e+09,-3.30045e+09
4298.9,-3.37402e+09,-3.30045e+09
4298.9,-2.92465e+09,-2.85823e+09
4311.0,-2.92465e+09,-2.85823e+09
4311.0,-2.47507e+09,-2.4159e+09
4323.0,-2.47507e+09,-2.4159e+09
4323.0,-2.02531e+09,-1.97353e+09
4335.0,-2.02531e+09,-1.97353e+09
4335.0,-1.5754e+09,-1.53127e+09
4347.0,-1.5754e+09,-1.53127e+09
4347.0,-1.12537e+09,-1.08943e+09
4359.0,-1.12537e+09,-1.08943e+09
4359.0,-6.75254e+08,-6.49019e+08
4371.0,-6.75254e+08,-6.49019e+08
4371.0,-2.2509e+08,-2.13121e+08
4383.0,-2.2509e+08,-2.13121e+08
4383.0,2.2509e+08,1.60618e+08
4395.0,2.2509e+08,1.60618e+08
4395.0,6.75254e+08,4.40405e+08
4407.0,6.75254e+08,4.40405e+08
4407.0,1.12537e+09,9.44127e+08
4419.0,1.12537e+09,9.44127e+08
4419.0,1.5754e+09,1.41529e+09
4431.0,1.5754e+09,1.41529e+09
4431.0,2.02531e+09,1.87284e+09
4443.0,2.02531e+09,1.87284e+09
4443.0,2.47507e+09,2.32648e+09
4455.0,2.47507e+09,2.32648e+09
4455.0,2.92465e+09,2.77835e+09
4467.1,2.92465e+09,2.77835e+09
4467.1,3.37402e+09,3.22929e+09
4479.1,3.37402e+09,3.22929e+09
4479.1,3.82313e+09,3.67955e+09
4491.1,3.82313e+09,3.67955e+09
4491.1,4.27196e+09,4.12917e+09
4503.1,4.27196e+09,4.12917e+09
4503.1,4.72047e+09,4.57819e+09
4515.1,4.72047e+09,4.57819e+09
4515.1,5.16864e+09,5.02662e+09
4527.1,5.16864e+09,5.02662e+09
4527.1,5.61642e+09,5.47437e+09
4539.1,5.61642e+09,5.47437e+09
4539.1,6.06378e+09,5.92167e+09
4551.1,6.06378e+09,5.92167e+09
4551.1,6.5107e+09,6.3681e+09
4563.1,6.5107e+09,6.3681e+09
4563.1,6.95713e+09,6.81408e+09
4575.1,6.95713e+09,6.81408e+09
4575.1,7.40305e+09,7.25938e+09
4587.1,7.40305e+09,7.25938e+09
4587.1,7.84842e+09,7.70393e+09
4599.1,7.84842e+09,7.70393e+09
4599.1,8.29321e+09,8.14786e+09
4611.2,8.29321e+09,8.14786e+09
4611.2,8.73738e+09,8.59111e+09
4623.2,8.73738e+09,8.59111e+09
4623.2,9.18091e+09,9.03346e+09
4635.2,9.18091e+09,9.03346e+09
4635.2,9.62376e+09,9.47522e+09
4647.2,9.62376e+09,9.47522e+09
4647.2,1.00659e+10,9.916e+09
4659.2,1.00659e+10,9.916e+09
4659.2,1.05073e+10,1.03561e+10
4671.2,1.05073e+10,1.03561e+10
4671.2,1.09479e+10,1.07953e+10
4683.2,1.09479e+10,1.07953e+10
4683.2,1.13877e+10,1.12336e+10
4695.2,1.13877e+10,1.12336e+10
4695.2,1.18266e+10,1.16711e+10
4707.2,1.18266e+10,1.16711e+10
4707.2,1.22647e+10,1.21076e+10
4719.2,1.22647e+10,1.21076e+10
4719.2,1.27019e+10,1.25431e+10
4731.2,1.27019e+10,1.25431e+10
4731.2,1.31381e+10,1.29777e+10
4743.2,1.31381e+10,1.29777e+10
4743.2,1.35734e+10,1.34114e+10
4755.3,1.35734e+10,1.34114e+10
4755.3,1.40076e+10,1.38439e+10
4767.3,1.40076e+10,1.38439e+10
4767.3,1.44408e+10,1.42754e+10
4779.3,1.44408e+10,1.42754e+10
4779.3,1.4873e+10,1.47058e+10
4791.3,1.4873e+10,1.47058e+10
4791.3,1.5304e+10,1.51352e+10
4803.3,1.5304e+10,1.51352e+10
4803.3,1.57339e+10,1.55633e+10
4815.3,1.57339e+10,1.55633e+10
4815.3,1.61627e+10,1.59903e+10
4827.3,1.61627e+10,1.59903e+10
4827.3,1.65902e+10,1.64162e+10
4839.3,1.65902e+10,1.64162e+10
4839.3,1.70165e+10,1.68406e+10
4851.3,1.70165e+10,1.68406e+10
4851.3,1.74416e+10,1.72636e+10
4863.3,1.74416e+10,1.72636e+10
4863.3,1.78653e+10,1.76864e+10
4875.3,1.78653e+10,1.76864e+10
4875.3,1.82878e+10,1.81071e+10
4887.3,1.82878e+10,1.81071e+10
4887.3,1.87089e+10,1.85273e+10
4899.4,1.87089e+10,1.85273e+10
4899.4,1.91286e+10,1.89454e+10
4911.4,1.91286e+10,1.89454e+10
4911.4,1.95468e+10,1.93613e+10
4923.4,1.95468e+10,1.93613e+10
4923.4,1.99637e+10,1.97766e+10
4935.4,1.99637e+10,1.97766e+10
4935.4,2.0379e+10,2.01912e+10
4947.4,2.0379e+10,2.01912e+10
4947.4,2.07929e+10,2.06034e+10
4959.4,2.07929e+10,2.06034e+10
4959.4,2.12052e+10,2.10147e+10
4971.4,2.12052e+10,2.10147e+10
4971.4,2.16159e+10,2.14252e+10
4983.4,2.16159e+10,2.14252e+10
4983.4,2.2025e+10,2.18329e+10
4995.4,2.2025e+10,2.18329e+10
4995.4,2.24325e+10,2.22396e+10
5007.4,2.24325e+10,2.22396e+10
5007.4,2.28384e+10,2.2645e+10
5019.4,2.28384e+10,2.2645e+10
5019.4,2.32425e+10,2.3049e+10
5031.4,2.32425e+10,2.3049e+10
5031.4,2.3645e+10,2.34498e+10
5043.5,2.3645e+10,2.34498e+10
5043.5,2.40456e+10,2.38506e+10
5055.5,2.40456e+10,2.38506e+10
5055.5,2.44445e+10,2.42496e+10
5067.5,2.44445e+10,2.42496e+10
5067.5,2.48416e+10,2.46465e+10
5079.5,2.48416e+10,2.46465e+10
5079.5,2.52368e+10,2.50426e+10
5091.5,2.52368e+10,2.50426e+10
5091.5,2.56302e+10,2.54362e+10
5103.5,2.56302e+10,2.54362e+10
5103.5,2.60217e+10,2.58286e+10
5115.5,2.60217e+10,2.58286e+10
5115.5,2.64112e+10,2.62193e+10
5127.5,2.64112e+10,2.62193e+10
5127.5,2.67988e+10,2.66081e+10
5139.5,2.67988e+10,2.66081e+10
5139.5,2.71844e+10,2.69944e+10
5151.5,2.71844e+10,2.69944e+10
5151.5,2.7568e+10,2.73795e+10
5163.5,2.7568e+10,2.73795e+10
5163.5,2.79496e+10,2.77628e+10
5175.5,2.79496e+10,2.77628e+10
5175.5,2.8329e+10,2.81436e+10
5187.6,2.8329e+10,2.81436e+10
5187.6,2.87064e+10,2.85245e+10
5199.6,2.87064e+10,2.85245e+10
5199.6,2.90817e+10,2.89015e+10
5211.6,2.90817e+10,2.89015e+10
5211.6,2.94548e+10,2.92785e+10
5223.6,2.94548e+10,2.92785e+10
5223.6,2.98257e+10,2.96514e+10
5235.6,2.98257e+10,2.96514e+10
5235.6,3.01944e+10,3.00238e+10
5247.6,3.01944e+10,3.00238e+10
5247.6,3.05608e+10,3.03945e+10
5259.6,3.05608e+10,3.03945e+10
5259.6,3.0925e+10,3.07622e+10
5271.6,3.0925e+10,3.07622e+10
5271.6,3.1287e+10,3.11285e+10
5283.6,3.1287e+10,3.11285e+10
5283.6,3.16465e+10,3.14933e+10
5295.6,3.16465e+10,3.14933e+10
5295.6,3.20038e+10,3.18561e+10
5307.6,3.20038e+10,3.18561e+10
5307.6,3.23587e+10,3.22163e+10
5319.6,3.23587e+10,3.22163e+10
5319.6,3.27112e+10,3.25748e+10
5331.6,3.27112e+10,3.25748e+10
5331.6,3.30612e+10,3.29317e+10
5343.7,3.30612e+10,3.29317e+10
5343.7,3.34088e+10,3.3287e+10
5355.7,3.34088e+10,3.3287e+10
5355.7,3.3754e+10,3.36389e+10
5367.7,3.3754e+10,3.36389e+10
5367.7,3.40966e+10,3.39907e+10
5379.7,3.40966e+10,3.39907e+10
5379.7,3.44367e+10,3.43395e+10
5391.7,3.44367e+10,3.43395e+10
5391.7,3.47743e+10,3.46859e+10
5403.7,3.47743e+10,3.46859e+10
5403.7,3.51092e+10,3.50312e+10
5415.7,3.51092e+10,3.50312e+10
5415.7,3.54416e+10,3.53741e+10
5427.7,3.54416e+10,3.53741e+10
5427.7,3.57714e+10,3.57164e+10
5439.7,3.57714e+10,3.57164e+10
5439.7,3.60985e+10,3.60554e+10
5451.7,3.60985e+10,3.60554e+10
5451.7,3.64229e+10,3.63935e+10
5463.7,3.64229e+10,3.63935e+10
5463.7,3.67446e+10,3.67289e+10
5475.7,3.67446e+10,3.67289e+10
5475.7,3.70637e+10,3.70624e+10
5487.8,3.70637e+10,3.70624e+10
5487.8,3.73799e+10,3.73941e+10
5499.8,3.73799e+10,3.73941e+10
5499.8,3.76934e+10,3.77249e+10
5511.8,3.76934e+10,3.77249e+10
5511.8,3.80041e+10,3.8052e+10
5523.8,3.80041e+10,3.8052e+10
5523.8,3.8312e+10,3.83766e+10
5535.8,3.8312e+10,3.83766e+10
5535.8,3.8617e+10,3.8698e+10
5547.8,3.8617e+10,3.8698e+10
5547.8,3.89192e+10,3.90155e+10
5559.8,3.89192e+10,3.90155e+10
5559.8,3.92185e+10,3.93246e+10
5571.8,3.92185e+10,3.93246e+10
5571.8,3.95149e+10,3.96208e+10
5583.8,3.95149e+10,3.96208e+10
5583.8,3.98084e+10,3.9896e+10
5595.8,3.98084e+10,3.9896e+10
5595.8,4.00989e+10,4.01267e+10
5607.8,4.00989e+10,4.01267e+10
5607.8,4.03865e+10,4.02573e+10
5619.8,4.03865e+10,4.02573e+10
5619.8,4.0671e+10,4.01201e+10
5631.9,4.0671e+10,4.01201e+10
5631.9,4.09526e+10,3.8999e+10
5643.9,4.09526e+10,3.8999e+10
5643.9,4.12311e+10,2.99862e+10
5655.9,4.12311e+10,2.99862e+10
5655.9,4.15066e+10,0
5667.9,4.15066e+10,0
5667.9,4.1779e+10,0
5679.9,4.1779e+10,0
5679.9,4.20482e+10,0
5691.9,4.20482e+10,0
5691.9,4.23144e+10,0
5703.9,4.23144e+10,0
5703.9,4.25775e+10,0
5715.9,4.25775e+10,0
5715.9,4.28373e+10,0
5727.9,4.28373e+10,0
5727.9,4.30941e+10,0
5739.9,4.30941e+10,0
5739.9,4.33476e+10,0
5751.9,4.33476e+10,0
5751.9,4.35979e+10,0
5763.9,4.35979e+10,0
5763.9,4.3845e+10,0
5776.0,4.3845e+10,0
5776.0,4.40888e+10,0
5788.0,4.40888e+10,0
5788.0,4.43294e+10,0
5800.0,4.43294e+10,0
5800.0,4.45666e+10,0
5812.0,4.45666e+10,0
5812.0,4.48006e+10,0
5824.0,4.48006e+10,0
5824.0,4.50313e+10,0
5836.0,4.50313e+10,0
5836.0,4.52586e+10,0
5848.0,4.52586e+10,0
5848.0,4.54826e+10,0
5860.0,4.54826e+10,0
5860.0,4.57032e+10,0
5872.0,4.57032e+10,0
5872.0,4.59204e+10,0
5884.0,4.59204e+10,0
5884.0,4.61342e+10,0
5896.0,4.61342e+10,0
5896.0,4.63446e+10,0
5908.0,4.63446e+10,0
5908.0,4.65516e+10,0
5920.1,4.65516e+10,0
5920.1,4.67551e+10,0
5932.1,4.67551e+10,0
5932.1,4.69551e+10,0
5944.1,4.69551e+10,0
5944.1,4.71517e+10,0
5956.1,4.71517e+10,0
5956.1,4.73448e+10,0
5968.1,4.73448e+10,0
5968.1,4.75343e+10,0
5980.1,4.75343e+10,0
5980.1,4.77204e+10,0
5992.1,4.77204e+10,0
5992.1,4.79029e+10,0
6004.1,4.79029e+10,0
6004.1,4.80819e+10,0
6016.1,4.80819e+10,0
6016.1,4.82573e+10,0
6028.1,4.82573e+10,0
6028.1,4.84291e+10,0
6040.1,4.84291e+10,0
6040.1,4.85973e+10,0
6052.1,4.85973e+10,0
6052.1,4.8762e+10,0
6064.2,4.8762e+10,0
6064.2,4.8923e+10,0
6076.2,4.8923e+10,0
6076.2,4.90804e+10,0
6088.2,4.90804e+10,0
6088.2,4.92342e+10,0
6100.2,4.92342e+10,0
6100.2,4.93843e+10,0
6112.2,4.93843e+10,0
6112.2,4.95308e+10,0
6124.2,4.95308e+10,0
6124.2,4.96736e+10,0
6136.2,4.96736e+10,0
6136.2,4.98127e+10,0
6148.2,4.98127e+10,0
6148.2,4.99481e+10,0
6160.2,4.99481e+10,0
6160.2,5.00798e+10,0
6172.2,5.00798e+10,0
6172.2,5.02078e+10,0
6184.2,5.02078e+10,0
6184.2,5.03321e+10,0
6196.2,5.03321e+10,0
6196.2,5.04527e+10,0
6208.2,5.04527e+10,0
6208.2,5.05695e+10,0
6220.3,5.05695e+10,0
6220.3,5.06826e+10,0
6232.3,5.06826e+10,0
6232.3,5.07919e+10,0
6244.3,5.07919e+10,0
6244.3,5.08975e+10,0
6256.3,5.08975e+10,0
6256.3,5.09993e+10,0
6268.3,5.09993e+10,0
6268.3,5.10973e+10,0
6280.3,5.10973e+10,0
6280.3,5.11915e+10,0
6292.3,5.11915e+10,0
6292.3,5.1282e+10,0
6304.3,5.1282e+10,0
6304.3,5.13686e+10,0
6316.3,5.13686e+10,0
6316.3,5.14514e+10,0
6328.3,5.14514e+10,0
6328.3,5.15305e+10,0
6340.3,5.15305e+10,0
6340.3,5.16057e+10,0
6352.3,5.16057e+10,0
6352.3,5.1677e+10,0
6364.4,5.1677e+10,0
6364.4,5.17446e+10,0
6376.4,5.17446e+10,0
6376.4,5.18083e+10,0
6388.4,5.18083e+10,0
6388.4,5.18682e+10,0
6400.4,5.18682e+10,0
6400.4,5.19242e+10,0
6412.4,5.19242e+10,0
6412.4,5.19764e+10,0
6424.4,5.19764e+10,0
6424.4,5.20248e+10,0
6436.4,5.20248e+10,0
6436.4,5.20692e+10,0
6448.4,5.20692e+10,0
6448.4,5.21099e+10,0
6460.4,5.21099e+10,0
6460.4,5.21466e+10,0
6472.4,5.21466e+10,0
6472.4,5.21796e+10,0
6484.4,5.21796e+10,0
6484.4,5.22086e+10,0
6496.4,5.22086e+10,0
6496.4,5.22338e+10,0
6508.5,5.22338e+10,0
6508.5,5.22551e+10,0
6520.5,5.22551e+10,0
6520.5,5.22725e+10,0
6532.5,5.22725e+10,0
6532.5,5.22861e+10,0
6544.5,5.22861e+10,0
6544.5,5.22957e+10,0
6556.5,5.22957e+10,0
6556.5,5.23016e+10,0
6568.5,5.23016e+10,0
6568.5,5.23035e+10,0
6580.5,5.23035e+10,0
6580.5,5.23016e+10,0
6592.5,5.23016e+10,0
6592.5,5.22957e+10,0
6604.5,5.22957e+10,0
6604.5,5.22861e+10,0
6616.5,5.22861e+10,0
6616.5,5.22725e+10,0
6628.5,5.22725e+10,0
6628.5,5.22551e+10,0
6640.5,5.22551e+10,0
6640.5,5.22338e+10,0
6652.6,5.22338e+10,0
6652.6,5.22086e+10,0
6664.6,5.22086e+10,0
6664.6,5.21796e+10,0
6676.6,5.21796e+10,0
6676.6,5.21466e+10,0
6688.6,5.21466e+10,0
6688.6,5.21099e+10,0
6700.6,5.21099e+10,0
6700.6,5.20692e+10,0
6712.6,5.20692e+10,0
6712.6,5.20248e+10,0
6724.6,5.20248e+10,0
6724.6,5.19764e+10,0
6736.6,5.19764e+10,0
6736.6,5.19242e+10,0
6748.6,5.19242e+10,0
6748.6,5.18682e+10,0
6760.6,5.18682e+10,0
6760.6,5.18083e+10,0
6772.6,5.18083e+10,0
6772.6,5.17446e+10,0
6784.6,5.17446e+10,0
6784.6,5.1677e+10,0
6796.7,5.1677e+10,0
6796.7,5.16057e+10,0
6808.7,5.16057e+10,0
6808.7,5.15305e+10,0
6820.7,5.15305e+10,0
6820.7,5.14514e+10,0
6832.7,5.14514e+10,0
6832.7,5.13686e+10,0
6844.7,5.13686e+10,0
6844.7,5.1282e+10,0
6856.7,5.1282e+10,0
6856.7,5.11915e+10,0
6868.7,5.11915e+10,0
6868.7,5.10973e+10,0
6880.7,5.10973e+10,0
6880.7,5.09993e+10,0
6892.7,5.09993e+10,0
6892.7,5.08975e+10,0
6904.7,5.08975e+10,0
6904.7,5.07919e+10,0
6916.7,5.07919e+10,0
6916.7,5.06826e+10,0
6928.7,5.06826e+10,0
6928.7,5.05695e+10,0
6940.8,5.05695e+10,0
6940.8,5.04527e+10,0
6952.8,5.04527e+10,0
6952.8,5.03321e+10,0
6964.8,5.03321e+10,0
6964.8,5.02078e+10,0
6976.8,5.02078e+10,0
6976.8,5.00798e+10,0
6988.8,5.00798e+10,0
6988.8,4.99481e+10,0
7000.8,4.99481e+10,0
7000.8,4.98127e+10,0
7012.8,4.98127e+10,0
7012.8,4.96736e+10,0
7024.8,4.96736e+10,0
7024.8,4.95308e+10,0
7036.8,4.95308e+10,0
7036.8,4.93843e+10,0
7048.8,4.93843e+10,0
7048.8,4.92342e+10,0
7060.8,4.92342e+10,0
7060.8,4.90804e+10,0
7072.8,4.90804e+10,0
7072.8,4.8923e+10,0
7084.8,4.8923e+10,0
7084.8,4.8762e+10,0
7096.9,4.8762e+10,0
7096.9,4.85973e+10,0
7108.9,4.85973e+10,0
7108.9,4.84291e+10,0
7120.9,4.84291e+10,0
7120.9,4.82573e+10,0
7132.9,4.82573e+10,0
7132.9,4.80819e+10,0
7144.9,4.80819e+10,0
7144.9,4.79029e+10,0
7156.9,4.79029e+10,0
7156.9,4.77204e+10,0
7168.9,4.77204e+10,0
7168.9,4.75343e+10,0
7180.9,4.75343e+10,0
7180.9,4.73448e+10,0
7192.9,4.73448e+10,0
7192.9,4.71517e+10,0
7204.9,4.71517e+10,0
7204.9,4.69551e+10,0
7216.9,4.69551e+10,0
7216.9,4.67551e+10,0
7228.9,4.67551e+10,0
7228.9,4.65516e+10,0
7241.0,4.65516e+10,0
7241.0,4.63446e+10,0
7253.0,4.63446e+10,0
7253.0,4.61342e+10,0
7265.0,4.61342e+10,0
7265.0,4.59204e+10,0
7277.0,4.59204e+10,0
7277.0,4.57032e+10,0
7289.0,4.57032e+10,0
7289.0,4.54826e+10,0
7301.0,4.54826e+10,0
7301.0,4.52586e+10,0
7313.0,4.52586e+10,0
7313.0,4.50313e+10,0
7325.0,4.50313e+10,0
7325.0,4.48006e+10,0
7337.0,4.48006e+10,0
7337.0,4.45666e+10,0
7349.0,4.45666e+10,0
7349.0,4.43294e+10,0
7361.0,4.43294e+10,0
7361.0,4.40888e+10,0
7373.0,4.40888e+10,0
7373.0,4.3845e+10,0
7385.1,4.3845e+10,0
7385.1,4.35979e+10,0
7397.1,4.35979e+10,0
7397.1,4.33476e+10,0
7409.1,4.33476e+10,0
7409.1,4.30941e+10,0
7421.1,4.30941e+10,0
7421.1,4.28373e+10,0
7433.1,4.28373e+10,0
7433.1,4.25775e+10,0
7445.1,4.25775e+10,0
7445.1,4.23144e+10,0
7457.1,4.23144e+10,0
7457.1,4.20482e+10,0
7469.1,4.20482e+10,0
7469.1,4.1779e+10,0
7481.1,4.1779e+10,0
7481.1,4.15066e+10,0
7493.1,4.15066e+10,0
7493.1,4.12311e+10,0
7505.1,4.12311e+10,0
7505.1,4.09526e+10,0
7517.1,4.09526e+10,0
7517.1,4.0671e+10,0
7529.2,4.0671e+10,0
7529.2,4.03865e+10,0
7541.2,4.03865e+10,0
7541.2,4.00989e+10,0
7553.2,4.00989e+10,0
7553.2,3.98084e+10,0
7565.2,3.98084e+10,0
7565.2,3.95149e+10,0
7577.2,3.95149e+10,0
7577.2,3.92185e+10,0
7589.2,3.92185e+10,0
7589.2,3.89192e+10,0
7601.2,3.89192e+10,0
7601.2,3.8617e+10,0
7613.2,3.8617e+10,0
7613.2,3.8312e+10,0
7625.2,3.8312e+10,0
7625.2,3.80041e+10,0
7637.2,3.80041e+10,0
7637.2,3.76934e+10,0
7649.2,3.76934e+10,0
7649.2,3.73799e+10,0
7661.2,3.73799e+10,0
7661.2,3.70637e+10,0
7673.3,3.70637e+10,0
7673.3,3.67446e+10,0
7685.3,3.67446e+10,0
7685.3,3.64229e+10,0
7697.3,3.64229e+10,0
7697.3,3.60985e+10,0
7709.3,3.60985e+10,0
7709.3,3.57714e+10,0
7721.3,3.57714e+10,0
7721.3,3.54416e+10,0
7733.3,3.54416e+10,0
7733.3,3.51092e+10,0
7745.3,3.51092e+10,0
7745.3,3.47743e+10,0
7757.3,3.47743e+10,0
7757.3,3.44367e+10,0
7769.3,3.44367e+10,0
7769.3,3.40966e+10,0
7781.3,3.40966e+10,0
7781.3,3.3754e+10,0
7793.3,3.3754e+10,0
7793.3,3.34088e+10,0
7805.3,3.34088e+10,0
7805.3,3.30612e+10,0
7817.4,3.30612e+10,0
7817.4,3.27112e+10,0
7829.4,3.27112e+10,0
7829.4,3.23587e+10,0
7841.4,3.23587e+10,0
7841.4,3.20038e+10,0
7853.4,3.20038e+10,0
7853.4,3.16465e+10,0
7865.4,3.16465e+10,0
7865.4,3.1287e+10,0
7877.4,3.1287e+10,0
7877.4,3.0925e+10,0
7889.4,3.0925e+10,0
7889.4,3.05608e+10,0
7901.4,3.05608e+10,0
7901.4,3.01944e+10,0
7913.4,3.01944e+10,0
7913.4,2.98257e+10,0
7925.4,2.98257e+10,0
7925.4,2.94548e+10,0
7937.4,2.94548e+10,0
7937.4,2.90817e+10,0
7949.4,2.90817e+10,0
7949.4,2.87064e+10,0
7961.4,2.87064e+10,0
7961.4,2.8329e+10,0
7973.5,2.8329e+10,0
7973.5,2.79496e+10,0
7985.5,2.79496e+10,0
7985.5,2.7568e+10,0
7997.5,2.7568e+10,0
7997.5,2.71844e+10,0
8009.5,2.71844e+10,0
8009.5,2.67988e+10,0
8021.5,2.67988e+10,0
8021.5,2.64112e+10,0
8033.5,2.64112e+10,0
8033.5,2.60217e+10,0
8045.5,2.60217e+10,0
8045.5,2.56302e+10,0
8057.5,2.56302e+10,0
8057.5,2.52368e+10,0
8069.5,2.52368e+10,0
8069.5,2.48416e+10,0
8081.5,2.48416e+10,0
8081.5,2.44445e+10,0
8093.5,2.44445e+10,0
8093.5,2.40456e+10,0
8105.5,2.40456e+10,0
8105.5,2.3645e+10,0
8117.6,2.3645e+10,0
8117.6,2.32425e+10,0
8129.6,2.32425e+10,0
8129.6,2.28384e+10,0
8141.6,2.28384e+10,0
8141.6,2.24325e+10,0
8153.6,2.24325e+10,0
8153.6,2.2025e+10,0
8165.6,2.2025e+10,0
8165.6,2.16159e+10,0
8177.6,2.16159e+10,0
8177.6,2.12052e+10,0
8189.6,2.12052e+10,0
8189.6,2.07929e+10,0
8201.6,2.07929e+10,0
8201.6,2.0379e+10,0
8213.6,2.0379e+10,0
8213.6,1.99637e+10,0
8225.6,1.99637e+10,0
8225.6,1.95468e+10,0
8237.6,1.95468e+10,0
8237.6,1.91286e+10,0
8249.6,1.91286e+10,0
8249.6,1.87089e+10,0
8261.7,1.87089e+10,0
8261.7,1.82878e+10,0
8273.7,1.82878e+10,0
8273.7,1.78653e+10,0
8285.7,1.78653e+10,0
8285.7,1.74416e+10,0
8297.7,1.74416e+10,0
8297.7,1.70165e+10,0
8309.7,1.70165e+10,0
8309.7,1.65902e+10,0
8321.7,1.65902e+10,0
8321.7,1.61627e+10,0
8333.7,1.61627e+10,0
8333.7,1.57339e+10,0
8345.7,1.57339e+10,0
8345.7,1.5304e+10,0
8357.7,1.5304e+10,0
8357.7,1.4873e+10,0
8369.7,1.4873e+10,0
8369.7,1.44408e+10,0
8381.7,1.44408e+10,0
8381.7,1.40076e+10,0
8393.7,1.40076e+10,0
8393.7,1.35734e+10,0
